time_ms,weight_kg,sync
911804.0,-0.0332,0
911817.0,-0.0526,0
911831.0,-0.0658,0
911844.0,-0.0516,0
911857.0,-0.0817,0
911871.0,-0.0936,0
911884.0,-0.1136,0
911897.0,-0.1156,0
911911.0,-0.125,0
911924.0,-0.1519,0
911937.0,-0.1391,0
911951.0,-0.1166,0
911964.0,-0.1234,0
911977.0,-0.1267,0
911991.0,-0.124,0
912004.0,-0.1413,0
912017.0,-0.1635,0
912031.0,-0.1586,0
912044.0,-0.1505,0
912057.0,-0.1231,0
912071.0,-0.1332,0
912084.0,-0.1409,0
912097.0,-0.1329,0
912111.0,-0.1139,0
912124.0,-0.0979,0
912137.0,-0.1051,0
912151.0,-0.0763,0
912164.0,-0.054,0
912177.0,-0.0604,0
912191.0,-0.061,0
912204.0,-0.0394,0
912217.0,-0.0387,0
912231.0,-0.0201,0
912244.0,-0.0233,0
912257.0,-0.0407,0
912271.0,-0.013,0
912284.0,-0.0065,0
912297.0,-0.0052,0
912311.0,0.004,0
912324.0,0.0092,0
912337.0,0.0194,0
912351.0,0.0214,0
912364.0,0.0329,0
912377.0,0.025,0
912391.0,0.0085,0
912404.0,0.0244,0
912417.0,0.0235,0
912431.0,0.0318,0
912444.0,0.0226,0
912457.0,0.0265,0
912471.0,0.0142,0
912484.0,-0.0104,0
912497.0,-0.0265,0
912511.0,-0.0176,0
912524.0,-0.0223,0
912537.0,-0.0391,0
912551.0,-0.0454,0
912564.0,-0.0567,0
912577.0,-0.073,0
912591.0,-0.0936,0
912604.0,-0.1001,0
912617.0,-0.1048,0
912631.0,-0.1145,0
912644.0,-0.1136,0
912657.0,-0.113,0
912671.0,-0.1374,0
912684.0,-0.1295,0
912697.0,-0.156,0
912711.0,-0.1557,0
912724.0,-0.1599,0
912737.0,-0.155,0
912751.0,-0.1521,0
912764.0,-0.135,0
912777.0,-0.1316,0
912791.0,-0.1454,0
912804.0,-0.1399,0
912817.0,-0.097,0
912831.0,-0.0949,0
912844.0,-0.0923,0
912857.0,-0.0828,0
912871.0,-0.0782,0
912884.0,-0.0706,0
912897.0,-0.0465,0
912911.0,-0.0285,0
912924.0,-0.0026,0
912937.0,0.0021,0
912951.0,-0.0085,0
912964.0,0.0125,0
912977.0,0.0203,0
912991.0,0.0282,0
913004.0,0.0329,0
913017.0,0.0349,0
913031.0,0.0329,0
913044.0,0.0383,0
913057.0,0.0487,0
913071.0,0.0416,0
913084.0,0.0403,0
913097.0,0.0255,0
913111.0,0.0513,0
913124.0,0.0153,0
913137.0,-0.005,0
913151.0,-0.0271,0
913164.0,-0.0325,0
913177.0,-0.0163,0
913191.0,-0.0545,0
913204.0,-0.0742,0
913217.0,-0.0563,0
913231.0,-0.0546,0
913244.0,-0.0591,0
913257.0,-0.0831,0
913271.0,-0.127,0
913284.0,-0.1094,0
913297.0,-0.1199,0
913312.0,-0.1247,0
913326.0,-0.1318,0
913339.0,-0.1291,0
913352.0,-0.1133,0
913366.0,-0.1146,0
913379.0,-0.1384,0
913392.0,-0.1472,0
913406.0,-0.1396,0
913419.0,-0.1492,0
913432.0,-0.1179,0
913446.0,-0.1166,0
913459.0,-0.1228,0
913472.0,-0.1197,0
913486.0,-0.0905,0
913499.0,-0.0807,0
913512.0,-0.0902,0
913526.0,-0.1037,0
913539.0,-0.1237,0
913552.0,-0.1105,0
913566.0,-0.0679,0
913579.0,-0.043,0
913592.0,-0.039,0
913606.0,-0.0475,0
913619.0,-0.0525,0
913632.0,-0.0306,0
913646.0,0.0125,0
913659.0,0.0,0
913672.0,-0.0216,0
913686.0,-0.0417,0
913699.0,-0.0387,0
913712.0,-0.0138,0
913726.0,0.0058,0
913739.0,0.0228,0
913752.0,0.0523,0
913766.0,0.0776,0
913779.0,0.0756,0
913792.0,0.0444,0
913806.0,-0.0391,0
913819.0,-0.0553,0
913832.0,-0.046,0
913846.0,-0.0319,0
913859.0,0.0,0
913872.0,0.0126,0
913886.0,0.0389,0
913899.0,0.0243,0
913912.0,0.0,0
913926.0,-0.0366,0
913939.0,-0.0713,0
913952.0,-0.1014,0
913966.0,-0.0921,0
913979.0,-0.1004,0
913992.0,-0.0814,0
914006.0,-0.0696,0
914019.0,-0.0735,0
914032.0,-0.0776,0
914046.0,-0.1443,0
914059.0,-0.1644,0
914072.0,-0.1702,0
914086.0,-0.1641,0
914099.0,-0.1677,0
914112.0,-0.1687,0
914126.0,-0.1166,0
914139.0,-0.094,0
914152.0,-0.0966,0
914166.0,-0.0938,0
914179.0,-0.1174,0
914192.0,-0.144,0
914206.0,-0.1315,0
914219.0,-0.1095,0
914232.0,-0.0818,0
914246.0,-0.0765,0
914259.0,-0.0559,0
914286.0,-0.0218,0
914299.0,-0.0245,0
914312.0,-0.0191,0
914326.0,-0.0267,0
914339.0,-0.0401,0
914352.0,0.0061,0
914366.0,0.0275,0
914379.0,0.0471,0
914392.0,0.0621,0
914406.0,0.0711,0
914419.0,0.0243,0
914432.0,0.0081,0
914446.0,-0.0096,0
914459.0,-0.0174,0
914472.0,-0.0132,0
914486.0,0.0,0
914499.0,-0.0082,0
914512.0,0.0376,0
914526.0,0.0525,0
914539.0,0.0308,0
914552.0,0.0123,0
914566.0,-0.0316,0
914579.0,-0.0617,0
914592.0,-0.098,0
914606.0,-0.0882,0
914619.0,-0.0504,0
914632.0,-0.0536,0
914647.0,-0.0458,0
914661.0,-0.064,0
914674.0,-0.0833,0
914687.0,-0.1108,0
914701.0,-0.1207,0
914714.0,-0.1104,0
914727.0,-0.1333,0
914741.0,-0.1143,0
914754.0,-0.1006,0
914767.0,-0.0967,0
914781.0,-0.1165,0
914794.0,-0.1007,0
914807.0,-0.0837,0
914821.0,-0.1288,0
914834.0,-0.1247,0
914847.0,-0.1325,0
914861.0,-0.1244,0
914874.0,-0.1196,0
914887.0,-0.1173,0
914901.0,-0.0872,0
914914.0,-0.0687,0
914927.0,-0.0603,0
914941.0,-0.0664,0
914954.0,-0.097,0
914967.0,-0.1112,0
914981.0,-0.0759,0
914994.0,-0.0637,0
915007.0,-0.0506,0
915021.0,-0.0302,0
915034.0,0.0055,0
915047.0,0.0167,0
915061.0,0.0052,0
915074.0,-0.0132,0
915087.0,-0.0106,0
915101.0,0.0,0
915114.0,0.0162,0
915127.0,0.0299,0
915141.0,0.0435,0
915154.0,0.0521,0
915167.0,0.0586,0
915181.0,0.0543,0
915194.0,0.0257,0
915221.0,-0.0194,0
915234.0,0.0,0
915247.0,-0.0121,0
915261.0,-0.0333,0
915274.0,-0.0177,0
915287.0,-0.0021,0
915302.0,-0.0218,0
915316.0,-0.0301,0
915329.0,-0.0573,0
915342.0,-0.0902,0
915356.0,-0.1079,0
915369.0,-0.0824,0
915382.0,-0.0772,0
915396.0,-0.0999,0
915409.0,-0.1186,0
915422.0,-0.1348,0
915436.0,-0.1037,0
915449.0,-0.1292,0
915462.0,-0.1488,0
915476.0,-0.158,0
915489.0,-0.142,0
915502.0,-0.1285,0
915516.0,-0.1345,0
915529.0,-0.1211,0
915542.0,-0.1282,0
915556.0,-0.1068,0
915569.0,-0.1021,0
915582.0,-0.0887,0
915596.0,-0.1028,0
915609.0,-0.093,0
915622.0,-0.0949,0
915636.0,-0.0791,0
915649.0,-0.0776,0
915662.0,-0.0404,0
915676.0,-0.0043,0
915689.0,0.0,0
915702.0,-0.0199,0
915716.0,-0.0173,0
915729.0,-0.0255,0
915742.0,-0.0108,0
915756.0,-0.0047,0
915769.0,0.0105,0
915782.0,0.0311,0
915796.0,0.057,0
915809.0,0.0484,0
915822.0,0.0183,0
915836.0,0.0035,0
915849.0,-0.0038,0
915862.0,-0.0054,0
915876.0,0.0,0
915889.0,-0.0104,0
915902.0,-0.003,0
915916.0,0.0031,0
915929.0,0.0,0
915942.0,0.0038,0
915956.0,-0.0079,0
915969.0,-0.0282,0
915982.0,-0.0472,0
915996.0,-0.0623,0
916009.0,-0.0671,0
916022.0,-0.0711,0
916036.0,-0.0913,0
916049.0,-0.0784,0
916062.0,-0.0516,0
916076.0,-0.0644,0
916089.0,-0.1041,0
916102.0,-0.1026,0
916116.0,-0.0845,0
916129.0,-0.1142,0
916142.0,-0.125,0
916156.0,-0.1306,0
916169.0,-0.1247,0
916182.0,-0.1138,0
916196.0,-0.1109,0
916209.0,-0.1037,0
916222.0,-0.1182,0
916236.0,-0.1255,0
916249.0,-0.1197,0
916262.0,-0.1299,0
916276.0,-0.1328,0
916289.0,-0.1078,0
916302.0,-0.0959,0
916316.0,-0.0675,0
916329.0,-0.0528,0
916342.0,-0.0478,0
916356.0,-0.0695,0
916369.0,-0.0682,0
916382.0,-0.061,0
916396.0,-0.0523,0
916409.0,-0.0209,0
916422.0,-0.0075,0
916436.0,-0.0024,0
916449.0,0.0206,0
916462.0,0.0096,0
916476.0,0.0184,0
916489.0,0.0132,0
916502.0,0.0121,0
916516.0,0.0157,0
916529.0,-0.0071,0
916542.0,-0.0157,0
