time_ms,weight_kg,sync
595947.0,0.0095,0
595960.0,0.0441,0
595973.0,0.0349,0
595987.0,0.0411,0
596000.0,0.0533,0
596013.0,0.0348,0
596027.0,-0.0172,0
596040.0,-0.0445,0
596053.0,-0.0306,0
596067.0,0.0,0
596080.0,0.0194,0
596093.0,0.0023,0
596107.0,0.0211,0
596120.0,0.0218,0
596133.0,-0.0109,0
596147.0,-0.0373,0
596160.0,-0.0353,0
596173.0,-0.036,0
596187.0,-0.0282,0
596200.0,-0.0095,0
596213.0,0.0099,0
596227.0,0.0359,0
596240.0,0.0095,0
596253.0,0.0079,0
596267.0,-0.0033,0
596280.0,-0.0187,0
596293.0,-0.0223,0
596307.0,-0.0231,0
596320.0,-0.0339,0
596333.0,0.0,0
596347.0,0.022,0
596360.0,0.0237,0
596373.0,0.0058,0
596387.0,-0.0101,0
596400.0,-0.0074,0
596413.0,-0.0504,0
596427.0,-0.0461,0
596440.0,-0.0399,0
596453.0,-0.0125,0
596467.0,0.0065,0
596480.0,0.0272,0
596493.0,0.023,0
596507.0,0.0199,0
596520.0,0.0162,0
596533.0,0.0099,0
596547.0,-0.0153,0
596560.0,-0.0443,0
596573.0,-0.0298,0
596587.0,-0.0111,0
596600.0,-0.0064,0
596613.0,0.0,0
596627.0,0.0,0
596640.0,-0.0077,0
596653.0,-0.0166,0
596667.0,-0.0043,0
596680.0,-0.0211,0
596693.0,-0.0228,0
596707.0,-0.0041,0
596720.0,0.025,0
596733.0,0.0305,0
596747.0,0.016,0
596760.0,0.0291,0
596773.0,0.0262,0
596787.0,0.0068,0
596800.0,-0.0284,0
596813.0,-0.0491,0
596827.0,-0.0542,0
596840.0,-0.02,0
596853.0,-0.0045,0
596867.0,0.0065,0
596880.0,0.0156,0
596893.0,0.0152,0
596907.0,0.0125,0
596920.0,0.0201,0
596933.0,-0.0082,0
596947.0,-0.0255,0
596960.0,-0.0157,0
596973.0,-0.0535,0
596987.0,-0.0336,0
597000.0,-0.0038,0
597013.0,0.0023,0
597027.0,0.0098,0
597040.0,-0.004,0
597053.0,-0.0057,0
597067.0,-0.0113,0
597080.0,-0.0077,0
597093.0,-0.0216,0
597107.0,-0.0191,0
597120.0,-0.003,0
597133.0,-0.0081,0
597147.0,-0.003,0
597160.0,-0.0074,0
597173.0,0.0112,0
597200.0,-0.0481,0
597213.0,-0.0224,0
597227.0,-0.0389,0
597240.0,-0.0404,0
597253.0,-0.0078,0
597267.0,-0.0065,0
597280.0,-0.0033,0
597293.0,-0.0207,0
597307.0,-0.0157,0
597320.0,-0.0129,0
597333.0,-0.0343,0
597347.0,-0.0206,0
597360.0,-0.0119,0
597373.0,-0.017,0
597387.0,-0.0054,0
597400.0,0.0092,0
597413.0,0.02,0
597427.0,-0.0221,0
597440.0,-0.0035,0
597453.0,0.015,0
597467.0,-0.0065,0
597480.0,-0.0228,0
597493.0,-0.0272,0
597507.0,-0.0136,0
597520.0,-0.0026,0
597533.0,0.0254,0
597547.0,0.0275,0
597560.0,0.0282,0
597573.0,-0.0109,0
597587.0,-0.0204,0
597600.0,-0.0243,0
597613.0,-0.0211,0
597627.0,-0.0244,0
597640.0,-0.023,0
597653.0,0.006,0
597667.0,0.0227,0
597680.0,0.0075,0
597693.0,-0.0201,0
597707.0,-0.013,0
597720.0,-0.0196,0
597733.0,-0.0211,0
597747.0,-0.0203,0
597760.0,-0.0159,0
597773.0,-0.0023,0
597787.0,0.0257,0
597800.0,0.0313,0
597813.0,0.0041,0
597827.0,-0.0126,0
597840.0,-0.0336,0
597853.0,-0.0481,0
597867.0,-0.0376,0
597880.0,-0.0088,0
597893.0,0.0,0
597907.0,0.0119,0
597920.0,0.018,0
597933.0,0.0362,0
597947.0,0.0292,0
597960.0,0.0122,0
597973.0,-0.0098,0
597987.0,-0.0335,0
598000.0,-0.021,0
598013.0,-0.0045,0
598027.0,-0.0132,0
598040.0,-0.0218,0
598053.0,-0.0223,0
598067.0,0.0346,0
598080.0,0.0194,0
598093.0,0.0142,0
598107.0,0.0,0
598120.0,-0.0152,0
598133.0,-0.039,0
598147.0,-0.0312,0
598160.0,-0.0051,0
598173.0,0.0034,0
598187.0,0.0199,0
598200.0,0.0157,0
598213.0,0.0305,0
598227.0,0.0339,0
598240.0,-0.0119,0
598253.0,-0.0287,0
598267.0,-0.0311,0
598280.0,-0.0391,0
598293.0,-0.0498,0
598307.0,0.0084,0
598320.0,0.027,0
598333.0,0.0423,0
598347.0,0.0396,0
598360.0,0.0386,0
598373.0,0.0,0
598387.0,-0.0115,0
598400.0,-0.0437,0
598413.0,-0.0316,0
598427.0,-0.0074,0
598440.0,0.0167,0
598453.0,0.0262,0
598467.0,0.0206,0
598480.0,0.0338,0
598493.0,0.0203,0
598507.0,0.005,0
598520.0,-0.0119,0
598533.0,-0.0282,0
598547.0,-0.0251,0
598560.0,0.0,0
598573.0,0.0268,0
598587.0,0.0355,0
598600.0,0.0373,0
598613.0,0.0214,0
598627.0,-0.0067,0
598640.0,-0.0091,0
598653.0,-0.0235,0
598667.0,-0.0311,0
598680.0,-0.0455,0
598693.0,0.0111,0
598707.0,0.0387,0
598720.0,0.0418,0
598733.0,0.0284,0
598747.0,0.0118,0
598760.0,0.0,0
598773.0,-0.0365,0
598787.0,-0.023,0
598800.0,-0.0243,0
598813.0,-0.0064,0
598827.0,0.0265,0
598840.0,0.026,0
598853.0,0.0428,0
598867.0,0.0231,0
598880.0,0.0072,0
598893.0,-0.0062,0
598907.0,-0.0254,0
598920.0,-0.0353,0
598933.0,-0.0421,0
598947.0,-0.0122,0
598960.0,0.0,0
598973.0,0.0183,0
598987.0,0.0111,0
599000.0,0.0204,0
599013.0,0.0,0
599027.0,-0.0116,0
599040.0,-0.0075,0
599053.0,-0.0281,0
599067.0,-0.0409,0
599080.0,-0.0257,0
599093.0,0.0077,0
599107.0,0.0251,0
599120.0,0.0173,0
599133.0,0.0112,0
599147.0,-0.0078,0
599160.0,-0.0363,0
599173.0,-0.0455,0
599187.0,-0.0129,0
599200.0,0.0,0
599213.0,-0.0077,0
599227.0,0.0,0
599240.0,0.0105,0
599253.0,0.0128,0
599267.0,-0.0163,0
599280.0,-0.0074,0
599293.0,-0.0199,0
599307.0,-0.0416,0
599333.0,0.0034,0
599347.0,0.0,0
599360.0,0.0048,0
599373.0,-0.0051,0
599387.0,0.0252,0
599400.0,-0.0026,0
599413.0,-0.0226,0
599427.0,-0.0312,0
599440.0,-0.0322,0
599453.0,-0.0132,0
599467.0,0.016,0
599480.0,0.0048,0
599493.0,-0.0071,0
599507.0,-0.0183,0
599520.0,-0.0068,0
599533.0,-0.0061,0
599547.0,-0.0234,0
599560.0,-0.0356,0
599573.0,-0.0207,0
599587.0,-0.0129,0
599600.0,-0.0065,0
599613.0,0.0043,0
599627.0,0.0,0
599640.0,0.0104,0
599653.0,0.0079,0
599667.0,0.0111,0
599680.0,-0.0044,0
599693.0,0.0194,0
599707.0,0.0268,0
599720.0,0.005,0
599733.0,0.003,0
599747.0,0.0,0
599760.0,-0.0033,0
599773.0,-0.0095,0
599787.0,0.0081,0
599800.0,0.0,0
599813.0,0.0115,0
599827.0,0.0,0
599840.0,-0.0088,0
599853.0,-0.0052,0
599867.0,0.0235,0
599880.0,0.005,0
599893.0,-0.0031,0
599907.0,-0.0082,0
