time_ms,weight_kg,sync
2664544.0,-0.0295,0
2664557.0,-0.005,0
2664570.0,0.0,0
2664584.0,-0.0143,0
2664597.0,-0.0094,0
2664610.0,-0.0109,0
2664624.0,-0.0201,0
2664637.0,0.0,0
2664650.0,-0.0043,0
2664664.0,-0.0153,0
2664677.0,-0.0172,0
2664690.0,-0.0129,0
2664704.0,0.0183,0
2664717.0,0.018,0
2664730.0,0.0159,0
2664744.0,0.013,0
2664757.0,0.0126,0
2664770.0,-0.0027,0
2664784.0,-0.0033,0
2664797.0,0.0087,0
2664810.0,0.0187,0
2664824.0,0.0105,0
2664837.0,-0.0081,0
2664850.0,0.0054,0
2664864.0,0.0,0
2664877.0,0.0112,0
2664890.0,0.0068,0
2664904.0,-0.0148,0
2664917.0,-0.0182,0
2664930.0,-0.0274,0
2664944.0,-0.0204,0
2664957.0,0.0034,0
2664970.0,-0.0101,0
2664984.0,-0.0037,0
2664997.0,0.0166,0
2665010.0,0.015,0
2665024.0,-0.0087,0
2665037.0,0.0021,0
2665050.0,-0.0315,0
2665064.0,-0.0201,0
2665077.0,-0.0079,0
2665090.0,-0.0155,0
2665104.0,0.0034,0
2665117.0,0.0098,0
2665130.0,0.005,0
2665144.0,-0.0071,0
2665157.0,-0.0028,0
2665170.0,-0.0216,0
2665184.0,-0.0136,0
2665197.0,-0.0054,0
2665210.0,0.0109,0
2665224.0,0.0061,0
2665237.0,0.0027,0
2665250.0,0.0088,0
2665264.0,0.0155,0
2665277.0,0.0072,0
2665290.0,0.0096,0
2665304.0,-0.0089,0
2665317.0,-0.0258,0
2665344.0,0.0214,0
2665357.0,0.0,0
2665370.0,-0.0321,0
2665384.0,-0.0227,0
2665397.0,-0.0044,0
2665410.0,0.0067,0
2665424.0,-0.0209,0
2665437.0,-0.0146,0
2665450.0,0.0,0
2665464.0,0.0,0
2665477.0,-0.0193,0
2665490.0,-0.0033,0
2665504.0,-0.0058,0
2665517.0,0.0111,0
2665530.0,0.0071,0
2665544.0,0.0041,0
2665557.0,-0.0075,0
2665570.0,-0.013,0
2665584.0,0.0,0
2665597.0,0.0145,0
2665610.0,0.0,0
2665624.0,-0.0075,0
2665637.0,-0.0125,0
2665650.0,0.0,0
2665664.0,0.0,0
2665677.0,-0.0204,0
2665690.0,-0.0204,0
2665704.0,-0.0135,0
2665717.0,-0.034,0
2665730.0,-0.0028,0
2665744.0,0.0203,0
2665757.0,0.0048,0
2665770.0,0.0,0
2665784.0,0.0163,0
2665797.0,0.0265,0
2665810.0,-0.0513,0
2665824.0,-0.0647,0
2665837.0,-0.0512,0
2665850.0,-0.0071,0
2665864.0,0.0203,0
2665877.0,0.005,0
2665890.0,-0.0101,0
2665904.0,0.0084,0
2665917.0,-0.0209,0
2665930.0,-0.0187,0
2665944.0,-0.0284,0
2665970.0,-0.0484,0
2665984.0,-0.0372,0
2665997.0,0.0173,0
2666010.0,0.0387,0
2666024.0,0.0126,0
2666037.0,0.0,0
2666050.0,0.0231,0
2666064.0,0.0067,0
2666077.0,-0.0035,0
2666090.0,-0.0133,0
2666104.0,-0.0102,0
2666117.0,-0.0132,0
2666130.0,0.0173,0
2666144.0,0.0403,0
2666157.0,0.0377,0
2666170.0,0.0091,0
2666184.0,0.0072,0
2666197.0,-0.0113,0
2666210.0,-0.0146,0
2666224.0,-0.0231,0
2666237.0,-0.0099,0
2666250.0,0.016,0
2666264.0,-0.0118,0
2666277.0,-0.0061,0
2666290.0,0.0102,0
2666304.0,0.0091,0
2666317.0,0.0,0
2666330.0,-0.0272,0
2666344.0,-0.0206,0
2666357.0,-0.0305,0
2666370.0,-0.0184,0
2666384.0,0.0,0
2666397.0,0.0023,0
2666410.0,0.0,0
2666424.0,-0.0231,0
2666437.0,-0.0309,0
2666450.0,-0.0328,0
2666464.0,-0.027,0
2666477.0,-0.0123,0
2666490.0,-0.0243,0
2666504.0,-0.0209,0
2666517.0,0.0194,0
2666530.0,0.0216,0
2666544.0,0.0021,0
2666557.0,-0.0057,0
2666570.0,-0.0166,0
2666584.0,-0.0383,0
2666597.0,-0.0277,0
2666610.0,-0.0123,0
2666624.0,-0.0105,0
2666637.0,0.0078,0
2666650.0,0.0068,0
2666664.0,0.0139,0
2666677.0,0.0057,0
2666690.0,0.0089,0
2666704.0,0.0,0
2666717.0,-0.0145,0
2666730.0,-0.0204,0
2666744.0,-0.0089,0
2666757.0,-0.0051,0
2666770.0,-0.0023,0
2666784.0,0.0051,0
2666797.0,0.0112,0
2666810.0,-0.0037,0
2666824.0,-0.007,0
2666837.0,-0.0313,0
2666850.0,-0.0284,0
2666864.0,-0.0111,0
2666877.0,-0.0082,0
2666890.0,0.0231,0
2666904.0,-0.0041,0
2666917.0,0.0162,0
2666930.0,0.0173,0
2666944.0,0.0,0
2666957.0,-0.0065,0
2666970.0,-0.0152,0
2666984.0,-0.0203,0
2666997.0,0.004,0
2667010.0,0.0,0
2667024.0,-0.0082,0
2667037.0,-0.0094,0
2667050.0,-0.0133,0
2667064.0,0.0062,0
2667077.0,0.0035,0
2667090.0,0.0037,0
2667104.0,-0.0209,0
2667117.0,-0.0264,0
2667130.0,-0.0313,0
2667144.0,0.0094,0
2667157.0,-0.006,0
2667170.0,-0.0023,0
2667184.0,-0.0052,0
2667197.0,-0.0067,0
2667210.0,0.0035,0
2667224.0,-0.0451,0
2667237.0,-0.0319,0
2667250.0,-0.0204,0
2667264.0,0.0,0
2667277.0,0.0183,0
2667290.0,0.015,0
2667304.0,0.0047,0
2667317.0,-0.0095,0
2667330.0,0.003,0
2667344.0,-0.0104,0
2667357.0,-0.0312,0
2667370.0,-0.0478,0
2667384.0,-0.0038,0
2667397.0,0.0149,0
2667410.0,0.0104,0
2667424.0,-0.0089,0
2667437.0,-0.004,0
2667450.0,0.0182,0
2667464.0,-0.0075,0
2667477.0,0.0,0
2667490.0,-0.0135,0
2667504.0,-0.0101,0
2667517.0,0.017,0
2667530.0,0.0165,0
2667544.0,0.0,0
2667557.0,0.0214,0
2667570.0,0.0136,0
2667584.0,0.0155,0
2667597.0,0.0067,0
2667610.0,0.0061,0
2667624.0,-0.0051,0
2667637.0,-0.0159,0
2667650.0,-0.0038,0
2667664.0,-0.02,0
2667677.0,-0.015,0
2667690.0,-0.0238,0
2667704.0,-0.0448,0
2667717.0,-0.0384,0
2667730.0,-0.0258,0
2667744.0,-0.0268,0
2667757.0,-0.0309,0
2667770.0,-0.0091,0
2667784.0,-0.0159,0
2667797.0,0.0041,0
2667810.0,0.0143,0
2667824.0,0.0,0
2667837.0,-0.0136,0
2667850.0,0.0094,0
2667864.0,-0.0257,0
2667877.0,-0.0304,0
2667890.0,-0.0201,0
2667904.0,-0.0031,0
2667917.0,0.004,0
2667930.0,0.0,0
2667944.0,0.0045,0
2667957.0,-0.0055,0
2667970.0,-0.0211,0
2667984.0,-0.0111,0
2667997.0,-0.0033,0
2668010.0,-0.0116,0
2668024.0,-0.0052,0
2668037.0,0.0026,0
2668050.0,-0.0058,0
2668064.0,0.0023,0
2668077.0,0.0031,0
2668090.0,0.0,0
2668104.0,0.014,0
2668117.0,-0.0067,0
2668130.0,0.0088,0
2668144.0,0.0045,0
2668157.0,-0.0136,0
2668170.0,0.0162,0
2668184.0,-0.0087,0
2668197.0,0.0,0
2668210.0,-0.005,0
2668224.0,0.0,0
2668237.0,0.015,0
2668250.0,0.0081,0
2668264.0,-0.0174,0
2668277.0,-0.0035,0
2668290.0,0.0077,0
2668304.0,0.0139,0
2668317.0,0.0173,0
2668330.0,0.0244,0
2668344.0,0.0298,0
2668357.0,0.0126,0
2668370.0,-0.0096,0
2668384.0,-0.0057,0
2668397.0,0.0048,0
2668410.0,-0.0091,0
2668424.0,0.0045,0
2668437.0,-0.0034,0
2668450.0,-0.0226,0
2668464.0,-0.0291,0
2668477.0,-0.0193,0
2668490.0,-0.0106,0
2668504.0,-0.0177,0
2668517.0,-0.023,0
2668530.0,-0.0221,0
2668544.0,-0.0234,0
2668557.0,0.0081,0
2668570.0,-0.0118,0
2668584.0,-0.0383,0
2668597.0,-0.0305,0
2668610.0,-0.0199,0
2668624.0,0.004,0
2668637.0,0.0,0
2668650.0,0.0133,0
2668664.0,0.0112,0
2668677.0,0.0112,0
2668690.0,0.0126,0
2668704.0,-0.0084,0
2668717.0,0.0088,0
2668730.0,0.025,0
2668744.0,0.014,0
2668757.0,0.0104,0
2668770.0,0.0183,0
2668784.0,0.0075,0
2668797.0,0.0081,0
2668810.0,0.0077,0
2668824.0,0.0099,0
2668837.0,0.0187,0
2668850.0,0.0235,0
2668864.0,-0.0061,0
2668877.0,0.0041,0
2668890.0,0.0104,0
2668904.0,0.006,0
2668917.0,0.0106,0
2668930.0,0.0065,0
2668944.0,0.0321,0
2668957.0,0.0102,0
2668970.0,-0.0026,0
2668984.0,0.0034,0
2668997.0,0.0038,0
2669010.0,0.0,0
2669024.0,-0.0121,0
2669037.0,0.0095,0
2669050.0,0.0,0
2669064.0,-0.0166,0
2669077.0,-0.0068,0
2669090.0,-0.0136,0
2669104.0,0.0091,0
2669117.0,-0.0024,0
2669130.0,-0.0123,0
2669144.0,-0.0301,0
2669157.0,-0.0258,0
2669170.0,-0.022,0
2669184.0,0.003,0
2669197.0,-0.0136,0
2669210.0,-0.004,0
2669224.0,0.0,0
2669237.0,-0.0079,0
2669250.0,-0.0251,0
2669264.0,0.0021,0
2669277.0,0.0,0
2669290.0,-0.006,0
2669304.0,-0.0129,0
2669317.0,-0.0027,0
2669330.0,-0.0058,0
2669344.0,0.0118,0
2669357.0,-0.0105,0
2669370.0,-0.0199,0
2669384.0,0.0,0
2669397.0,-0.0068,0
2669410.0,-0.0101,0
2669424.0,-0.0179,0
2669437.0,0.0045,0
2669450.0,-0.0064,0
2669464.0,-0.0424,0
2669477.0,-0.0173,0
2669490.0,0.0085,0
2669504.0,0.0201,0
2669517.0,0.0133,0
2669530.0,0.0104,0
2669544.0,-0.0026,0
2669557.0,0.0138,0
2669570.0,0.0106,0
2669584.0,0.0143,0
2669597.0,0.0,0
2669610.0,-0.0079,0
2669624.0,-0.0122,0
2669637.0,-0.0123,0
2669650.0,0.0132,0
2669664.0,-0.0184,0
2669677.0,-0.0159,0
2669690.0,-0.0044,0
2669704.0,0.0052,0
2669717.0,0.0,0
2669730.0,-0.0153,0
2669744.0,0.0084,0
2669757.0,-0.0094,0
2669770.0,-0.0194,0
2669784.0,-0.0023,0
2669797.0,0.0,0
2669810.0,-0.007,0
2669824.0,-0.0077,0
2669837.0,0.0071,0
2669850.0,0.0,0
2669864.0,-0.007,0
2669877.0,-0.0281,0
2669890.0,0.0108,0
2669904.0,-0.0035,0
2669917.0,0.0077,0
2669930.0,0.004,0
2669944.0,-0.0061,0
2669957.0,-0.018,0
2669970.0,-0.0135,0
2669984.0,0.0,0
2669997.0,-0.0165,0
2670010.0,-0.0122,0
2670024.0,-0.0122,0
2670037.0,-0.0174,0
2670050.0,0.0,0
2670064.0,0.0095,0
2670077.0,-0.006,0
2670090.0,0.0,0
2670104.0,0.0061,0
2670117.0,0.0209,0
2670130.0,-0.005,0
2670144.0,-0.004,0
2670157.0,0.0,0
2670170.0,0.0102,0
2670184.0,0.0067,0
