time_ms,weight_kg,sync
1996265.0,-0.0194,0
1996279.0,-0.0248,0
1996292.0,0.0071,0
1996305.0,0.0133,0
1996319.0,0.0288,0
1996332.0,0.0099,0
1996345.0,0.0044,0
1996359.0,0.0,0
1996372.0,0.0186,0
1996385.0,0.0034,0
1996399.0,0.0132,0
1996412.0,0.0213,0
1996425.0,0.0111,0
1996439.0,0.0143,0
1996452.0,0.0108,0
1996465.0,-0.0045,0
1996479.0,-0.016,0
1996492.0,-0.0142,0
1996505.0,-0.0041,0
1996519.0,-0.0023,0
1996532.0,-0.0048,0
1996559.0,0.0105,0
1996572.0,0.005,0
1996585.0,0.0037,0
1996599.0,0.0074,0
1996612.0,0.0167,0
1996625.0,0.0,0
1996639.0,0.0034,0
1996652.0,0.0057,0
1996665.0,-0.0119,0
1996679.0,-0.0038,0
1996692.0,0.0135,0
1996705.0,0.0245,0
1996719.0,0.0043,0
1996732.0,0.0089,0
1996745.0,0.02,0
1996759.0,0.0048,0
1996772.0,-0.0038,0
1996785.0,0.0304,0
1996799.0,0.0133,0
1996812.0,0.0201,0
1996825.0,0.0,0
1996839.0,0.0,0
1996852.0,0.0416,0
1996865.0,0.0221,0
1996879.0,0.0362,0
1996892.0,0.0075,0
1996905.0,-0.0133,0
1996919.0,0.0027,0
1996932.0,0.0071,0
1996945.0,0.0068,0
1996959.0,0.0079,0
1996972.0,0.0026,0
1996985.0,-0.0034,0
1996999.0,0.0067,0
1997012.0,0.0057,0
1997025.0,-0.0079,0
1997039.0,0.0,0
1997052.0,0.0116,0
1997065.0,0.0153,0
1997079.0,0.0088,0
1997092.0,-0.0027,0
1997105.0,-0.0108,0
1997119.0,-0.0129,0
1997132.0,0.0082,0
1997145.0,0.0196,0
1997159.0,0.0129,0
1997172.0,0.0142,0
1997185.0,0.0081,0
1997199.0,-0.0092,0
1997212.0,0.0,0
1997225.0,-0.0034,0
1997239.0,-0.0125,0
1997252.0,-0.0125,0
1997265.0,0.0,0
1997279.0,0.0125,0
1997292.0,0.0245,0
1997305.0,0.0135,0
1997319.0,0.018,0
1997332.0,0.033,0
1997345.0,0.0292,0
1997359.0,0.0305,0
1997372.0,0.0075,0
1997385.0,0.0024,0
1997399.0,0.0255,0
1997412.0,0.0035,0
1997425.0,0.0021,0
1997439.0,0.0101,0
1997452.0,0.0308,0
1997465.0,0.0409,0
1997479.0,0.0233,0
1997492.0,0.0216,0
1997505.0,0.0033,0
1997519.0,0.0146,0
