time_ms,weight_kg,sync
2288052.0,0.0122,0
2288065.0,0.0101,0
2288079.0,0.0057,0
2288092.0,-0.0027,0
2288105.0,0.0173,0
2288119.0,0.0159,0
2288132.0,0.0088,0
2288145.0,0.0153,0
2288159.0,0.0,0
2288172.0,0.0116,0
2288185.0,0.0199,0
2288199.0,0.006,0
2288212.0,0.0216,0
2288225.0,0.0176,0
2288239.0,0.0092,0
2288252.0,-0.0023,0
2288265.0,0.0106,0
2288279.0,-0.0277,0
2288292.0,-0.0207,0
2288305.0,-0.0128,0
2288319.0,-0.0257,0
2288332.0,-0.0285,0
2288345.0,-0.0298,0
2288359.0,-0.0123,0
2288372.0,-0.006,0
2288385.0,0.0201,0
2288399.0,-0.0074,0
2288412.0,-0.0196,0
2288425.0,-0.0122,0
2288439.0,-0.0189,0
2288452.0,0.0,0
2288465.0,0.0312,0
2288479.0,0.0052,0
2288492.0,-0.016,0
2288505.0,-0.0072,0
2288519.0,0.0065,0
2288532.0,0.0,0
2288545.0,0.0071,0
2288559.0,0.0071,0
2288572.0,0.0224,0
2288585.0,0.0349,0
2288599.0,0.0255,0
2288612.0,0.0116,0
2288625.0,0.0055,0
2288639.0,0.0033,0
2288652.0,0.0183,0
2288665.0,0.0193,0
2288679.0,0.0033,0
2288692.0,0.0024,0
2288705.0,0.0169,0
2288719.0,0.0125,0
2288732.0,0.0139,0
2288745.0,0.0277,0
2288759.0,0.0196,0
2288772.0,0.0126,0
2288785.0,0.014,0
2288799.0,-0.0109,0
2288812.0,0.0062,0
2288839.0,-0.0075,0
2288852.0,0.0,0
2288865.0,0.0,0
2288879.0,0.0071,0
2288892.0,0.0252,0
2288905.0,0.007,0
2288919.0,0.0,0
2288932.0,-0.0074,0
2288945.0,-0.0089,0
2288959.0,-0.0084,0
2288972.0,-0.0078,0
2288985.0,-0.0128,0
2288999.0,-0.0065,0
2289012.0,0.0072,0
2289025.0,0.0112,0
2289039.0,0.006,0
2289052.0,0.0183,0
2289065.0,-0.0074,0
2289080.0,-0.0034,0
2289094.0,0.0054,0
2289107.0,0.0078,0
2289120.0,-0.0145,0
2289134.0,0.0146,0
2289147.0,0.0,0
2289160.0,-0.0393,0
2289174.0,-0.0254,0
2289187.0,-0.0052,0
2289200.0,0.0,0
2289214.0,0.0085,0
2289227.0,0.0332,0
2289240.0,0.0369,0
2289254.0,0.0125,0
2289267.0,-0.0125,0
2289280.0,0.0067,0
2289294.0,0.0343,0
2289307.0,0.0162,0
2289320.0,-0.0109,0
2289334.0,-0.0126,0
2289347.0,0.0231,0
2289360.0,0.0306,0
2289374.0,-0.004,0
2289387.0,0.0061,0
2289400.0,-0.0034,0
2289414.0,0.0023,0
2289427.0,0.0095,0
2289440.0,0.0318,0
2289454.0,0.0352,0
2289467.0,0.0172,0
2289480.0,-0.0023,0
2289494.0,0.0,0
2289507.0,0.0109,0
